,label,magnitude,method,model,param_var,single_model_auc
1343,Support Devices,1.0,NOFLIP/ROTATION,VGG19,16.274079667804678,0.8750612925370207
1344,No Finding,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.9042832167832167
1345,Enlarged Cardiomediastinum,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.5563082965144821
1346,Cardiomegaly,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.812277183600713
1347,Lung Opacity,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.8708898944193062
1348,Lung Lesion,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.681592039800995
1349,Edema,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.9013392857142857
1350,Consolidation,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.8818014705882353
1351,Pneumonia,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.7706185567010309
1352,Atelectasis,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.8435695538057743
1353,Pneumothorax,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.7655677655677655
1354,Pleural Effusion,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.9181385869565218
1355,Pleural Other,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.8258706467661692
1356,Fracture,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,
1357,Support Devices,1.0,NOFLIP/ROTATION,Xception,16.274079667804678,0.8559380209865647
1358,No Finding,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.8815559440559442
1359,Enlarged Cardiomediastinum,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.5637702503681885
1360,Cardiomegaly,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.79623440285205
1361,Lung Opacity,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.8634489693313223
1362,Lung Lesion,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.3830845771144279
1363,Edema,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.9270833333333334
1364,Consolidation,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.8452205882352941
1365,Pneumonia,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.625
1366,Atelectasis,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.7766929133858267
1367,Pneumothorax,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.8336996336996337
1368,Pleural Effusion,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.9223278985507247
1369,Pleural Other,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.945273631840796
1370,Fracture,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,
1371,Support Devices,1.0,NOFLIP/ROTATION,InceptionResNetV2,16.274079667804678,0.8668235755614395
1372,No Finding,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.8909527972027973
1373,Enlarged Cardiomediastinum,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.49327442317133036
1374,Cardiomegaly,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.8138368983957218
1375,Lung Opacity,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.8781297134238311
1376,Lung Lesion,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.7611940298507462
1377,Edema,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.8812500000000001
1378,Consolidation,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.882904411764706
1379,Pneumonia,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.7306701030927835
1380,Atelectasis,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.836745406824147
1381,Pneumothorax,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.7633699633699633
1382,Pleural Effusion,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.906929347826087
1383,Pleural Other,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.9552238805970149
1384,Fracture,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,
1385,Support Devices,1.5,NOFLIP/ROTATION,DenseNet121,36.616679399672414,0.8746690203000883
1386,No Finding,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.9053758741258742
1387,Enlarged Cardiomediastinum,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.49779086892488955
1388,Cardiomegaly,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.8259803921568627
1389,Lung Opacity,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.8878833584715938
1390,Lung Lesion,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.3731343283582089
1391,Edema,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.9069940476190477
1392,Consolidation,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.8761029411764706
1393,Pneumonia,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.7126288659793814
1394,Atelectasis,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.8192125984251969
1395,Pneumothorax,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.8769230769230769
1396,Pleural Effusion,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.9226675724637681
1397,Pleural Other,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.8905472636815921
1398,Fracture,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,
1399,Support Devices,1.5,NOFLIP/ROTATION,DenseNet169,36.616679399672414,0.8910463861920173
1400,No Finding,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8909527972027972
1401,Enlarged Cardiomediastinum,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.4904270986745214
1402,Cardiomegaly,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8362299465240642
1403,Lung Opacity,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8765208647561589
1404,Lung Lesion,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.417910447761194
1405,Edema,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8974702380952381
1406,Consolidation,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8698529411764706
1407,Pneumonia,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.759020618556701
1408,Atelectasis,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8256167979002624
1409,Pneumothorax,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8835164835164835
1410,Pleural Effusion,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.9244791666666666
1411,Pleural Other,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.9303482587064676
1412,Fracture,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,
1413,Support Devices,1.5,NOFLIP/ROTATION,DenseNet201,36.616679399672414,0.8947729724428753
1414,No Finding,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.8931381118881119
1415,Enlarged Cardiomediastinum,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.5999018163966617
1416,Cardiomegaly,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.8047014260249554
1417,Lung Opacity,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.8693815987933635
1418,Lung Lesion,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.34328358208955223
1419,Edema,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.9241071428571428
1420,Consolidation,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.8830882352941176
1421,Pneumonia,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.7081185567010309
1422,Atelectasis,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.8029396325459317
1423,Pneumothorax,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.7831501831501831
1424,Pleural Effusion,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.9284420289855073
1425,Pleural Other,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.7860696517412935
1426,Fracture,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,
1427,Support Devices,1.5,NOFLIP/ROTATION,VGG16,36.616679399672414,0.8730999313523585
1428,No Finding,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.9163024475524475
1429,Enlarged Cardiomediastinum,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.6371134020618557
1430,Cardiomegaly,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.7977941176470588
1431,Lung Opacity,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.8935143288084464
1432,Lung Lesion,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.20895522388059706
1433,Edema,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.9251488095238095
1434,Consolidation,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.8841911764705883
1435,Pneumonia,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.6707474226804124
1436,Atelectasis,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.8114435695538056
1437,Pneumothorax,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.8293040293040292
1438,Pleural Effusion,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.926856884057971
1439,Pleural Other,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.945273631840796
1440,Fracture,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,
1441,Support Devices,1.5,NOFLIP/ROTATION,VGG19,36.616679399672414,0.86809846033147
1442,No Finding,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.9053758741258742
1443,Enlarged Cardiomediastinum,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.56593028964163
1444,Cardiomegaly,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.7954545454545453
1445,Lung Opacity,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.8646556058320765
1446,Lung Lesion,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.7860696517412935
1447,Edema,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.8912202380952381
1448,Consolidation,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.8740808823529411
1449,Pneumonia,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.7512886597938144
1450,Atelectasis,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.8277165354330709
1451,Pneumothorax,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.7450549450549451
1452,Pleural Effusion,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.912703804347826
1453,Pleural Other,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.8557213930348259
1454,Fracture,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,
1455,Support Devices,1.5,NOFLIP/ROTATION,Xception,36.616679399672414,0.8553496126311659
1456,No Finding,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.8723776223776223
1457,Enlarged Cardiomediastinum,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.5678939617083947
1458,Cardiomegaly,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.792669340463458
1459,Lung Opacity,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.8599296128707894
1460,Lung Lesion,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.39303482587064675
1461,Edema,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.9319940476190476
1462,Consolidation,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.8601102941176471
1463,Pneumonia,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.6810567010309277
1464,Atelectasis,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.7734383202099737
1465,Pneumothorax,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.8351648351648352
1466,Pleural Effusion,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.9167798913043478
1467,Pleural Other,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.9203980099502488
1468,Fracture,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,
1469,Support Devices,1.5,NOFLIP/ROTATION,InceptionResNetV2,36.616679399672414,0.8515249583210748
1470,No Finding,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8826486013986015
1471,Enlarged Cardiomediastinum,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.5047619047619047
1472,Cardiomegaly,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8196301247771836
1473,Lung Opacity,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8607340372046254
1474,Lung Lesion,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.691542288557214
1475,Edema,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8857142857142857
1476,Consolidation,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8922794117647059
1477,Pneumonia,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8047680412371134
1478,Atelectasis,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8299212598425196
1479,Pneumothorax,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.7267399267399267
1480,Pleural Effusion,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.9080615942028986
1481,Pleural Other,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.9751243781094527
1482,Fracture,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,
1483,Support Devices,2.0,NOFLIP/ROTATION,DenseNet121,65.09631867121871,0.8583897224673923
1484,No Finding,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.9128059440559441
1485,Enlarged Cardiomediastinum,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.4690230731467845
1486,Cardiomegaly,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.8231951871657753
1487,Lung Opacity,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.8839617898441428
1488,Lung Lesion,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.3532338308457711
1489,Edema,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.9144345238095237
1490,Consolidation,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.8847426470588236
1491,Pneumonia,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.7422680412371134
1492,Atelectasis,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.8171128608923884
1493,Pneumothorax,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.8278388278388278
1494,Pleural Effusion,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.9305932971014492
1495,Pleural Other,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.8656716417910448
1496,Fracture,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,
1497,Support Devices,2.0,NOFLIP/ROTATION,DenseNet169,65.09631867121871,0.9000686476414632
1498,No Finding,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.8953234265734267
1499,Enlarged Cardiomediastinum,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.47550319096710847
1500,Cardiomegaly,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.8337789661319073
1501,Lung Opacity,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.8571141277023631
1502,Lung Lesion,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.3681592039800995
1503,Edema,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.903125
1504,Consolidation,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.8716911764705882
1505,Pneumonia,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.8041237113402062
1506,Atelectasis,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.8247769028871391
1507,Pneumothorax,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.882051282051282
1508,Pleural Effusion,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.9305932971014492
1509,Pleural Other,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.9502487562189055
1510,Fracture,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,
1511,Support Devices,2.0,NOFLIP/ROTATION,DenseNet201,65.09631867121871,0.8848680984603314
1512,No Finding,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.8929195804195804
1513,Enlarged Cardiomediastinum,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.595483554246441
1514,Cardiomegaly,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.7972370766488415
1515,Lung Opacity,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.8677727501256913
1516,Lung Lesion,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.3383084577114428
1517,Edema,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.9184523809523809
1518,Consolidation,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.8825367647058824
1519,Pneumonia,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.7396907216494846
1520,Atelectasis,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.8020997375328083
1521,Pneumothorax,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.7604395604395604
1522,Pleural Effusion,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.926856884057971
1523,Pleural Other,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.7661691542288558
1524,Fracture,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,
1525,Support Devices,2.0,NOFLIP/ROTATION,VGG16,65.09631867121871,0.8655486907914093
1526,No Finding,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.91368006993007
1527,Enlarged Cardiomediastinum,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.6291605301914581
1528,Cardiomegaly,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.7970142602495545
1529,Lung Opacity,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.8922071392659628
1530,Lung Lesion,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.1691542288557214
1531,Edema,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.9236607142857143
1532,Consolidation,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.8895220588235294
1533,Pneumonia,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.6771907216494845
1534,Atelectasis,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.8109186351706037
1535,Pneumothorax,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.8
1536,Pleural Effusion,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.9286684782608696
1537,Pleural Other,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.945273631840796
1538,Fracture,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,
1539,Support Devices,2.0,NOFLIP/ROTATION,VGG19,65.09631867121871,0.8636853976659802
1540,No Finding,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.895104895104895
1541,Enlarged Cardiomediastinum,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.5688757977417771
1542,Cardiomegaly,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.7827540106951872
1543,Lung Opacity,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.8681749622926094
1544,Lung Lesion,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.7711442786069651
1545,Edema,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.8782738095238094
1546,Consolidation,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.871875
1547,Pneumonia,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.7506443298969072
1548,Atelectasis,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.8185826771653543
1549,Pneumothorax,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.6776556776556777
1550,Pleural Effusion,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.9194972826086957
1551,Pleural Other,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.8855721393034826
1552,Fracture,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,
1553,Support Devices,2.0,NOFLIP/ROTATION,Xception,65.09631867121871,0.8281847602235952
1554,No Finding,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.8671328671328671
1555,Enlarged Cardiomediastinum,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.5917525773195876
1556,Cardiomegaly,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.7971256684491979
1557,Lung Opacity,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.8580191050779287
1558,Lung Lesion,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.14427860696517414
1559,Edema,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.9230654761904762
1560,Consolidation,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.8582720588235294
1561,Pneumonia,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.5979381443298969
1562,Atelectasis,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.7848818897637795
1563,Pneumothorax,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.8908424908424908
1564,Pleural Effusion,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.9125905797101449
1565,Pleural Other,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.8159203980099503
1566,Fracture,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,
1567,Support Devices,2.0,NOFLIP/ROTATION,InceptionResNetV2,65.09631867121871,0.8383838383838383
1568,No Finding,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8905157342657344
1569,Enlarged Cardiomediastinum,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.48826705940108
1570,Cardiomegaly,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8125
1571,Lung Opacity,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8678733031674208
1572,Lung Lesion,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.527363184079602
1573,Edema,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8726190476190476
1574,Consolidation,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8898897058823529
1575,Pneumonia,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.7216494845360825
1576,Atelectasis,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8308661417322835
1577,Pneumothorax,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8183150183150183
1578,Pleural Effusion,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.9114583333333334
1579,Pleural Other,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.9601990049751243
1580,Fracture,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,
1581,Support Devices,2.5,NOFLIP/ROTATION,DenseNet121,101.71299848755521,0.8664313033245072
1582,No Finding,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.909527972027972
1583,Enlarged Cardiomediastinum,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.46617574864997546
1584,Cardiomegaly,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.8373440285204992
1585,Lung Opacity,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.885771744595274
1586,Lung Lesion,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.31840796019900497
1587,Edema,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.9035714285714286
1588,Consolidation,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.8830882352941176
1589,Pneumonia,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.7525773195876289
1590,Atelectasis,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.8152230971128609
1591,Pneumothorax,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.8161172161172161
1592,Pleural Effusion,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.9283288043478262
1593,Pleural Other,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.8159203980099503
1594,Fracture,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,
1595,Support Devices,2.5,NOFLIP/ROTATION,DenseNet169,101.71299848755521,0.8893792291850544
1596,No Finding,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.8892045454545454
1597,Enlarged Cardiomediastinum,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.4452626411389298
1598,Cardiomegaly,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.8181818181818181
1599,Lung Opacity,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.856309703368527
1600,Lung Lesion,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.33333333333333337
1601,Edema,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.9002976190476191
1602,Consolidation,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.8643382352941177
1603,Pneumonia,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.7905927835051547
1604,Atelectasis,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.8220472440944883
1605,Pneumothorax,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.9010989010989011
1606,Pleural Effusion,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.9241394927536233
1607,Pleural Other,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.9502487562189055
1608,Fracture,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,
1609,Support Devices,2.5,NOFLIP/ROTATION,DenseNet201,101.71299848755521,0.8919289987251153
1610,No Finding,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.8857080419580419
1611,Enlarged Cardiomediastinum,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.5750613647520865
1612,Cardiomegaly,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.7943404634581106
1613,Lung Opacity,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.8593262946204123
1614,Lung Lesion,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.3233830845771144
1615,Edema,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.9142857142857143
1616,Consolidation,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.8801470588235294
1617,Pneumonia,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.7235824742268041
1618,Atelectasis,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.7995800524934383
1619,Pneumothorax,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.8036630036630036
1620,Pleural Effusion,2.5,NOFLIP/ROTATION,VGG16,101.71299848755521,0.9271965579710146
